scan,tic,g,drift_obs_ppm,width_obs_ppm,drift_state_ppm,alpha_eff
246,14431140.13482666,0.33183522963662104,0.8073742480470728,5.552952894559243,1.8951930797676013,0.3
247,13328426.309631348,0.30051654917854215,1.627217680211307,4.090794457509498,1.814800459900713,0.3
248,12892185.995422363,0.28812668819060794,2.8749111339361964,4.226423066203477,2.132833662111358,0.3
249,13897859.965698242,0.3166892952790782,4.676648039894003,3.8255791803419164,2.8959779754461517,0.3
250,12290031.735229492,0.27102462922430165,0.036106442852330924,4.611229957157527,2.0380165156680055,0.3
251,16779479.752868652,0.39853149880825095,3.9680242429618233,5.452390720853922,2.6170188338561506,0.3
252,11474727.731445312,0.247868806754962,6.478663440462503,4.767069002850697,3.7755122158380563,0.3
253,12125942.076599121,0.26636424366668915,4.858930089452101,4.715229754578877,4.100537577922269,0.3
254,11144582.578979492,0.23849220305360785,1.9266079081988234,2.249018931261541,3.4483586770052357,0.3
255,11423046.488220215,0.2464009840930339,0.6129160418147055,3.9807243646972164,2.597725886448077,0.3
256,13945893.957702637,0.3180535306884285,4.199289477583614,4.008419761559264,3.078194963788738,0.3
257,11482064.38659668,0.24807717845854166,1.9179938666738887,4.91075905287481,2.7301346346542834,0.3
258,11676817.89868164,0.25360846216399185,3.876014685965408,3.3934414464111486,3.073898650047621,0.3
259,12354009.573913574,0.2728416931264345,1.1936273443105632,4.595115765576507,2.5098172583265037,0.3
260,11788652.433044434,0.256784726001317,1.6643260935772648,4.012100598162537,2.256169908901732,0.3
261,12089617.69152832,0.2653325781675583,2.287820445094922,4.679953104764538,2.265665069759689,0.3
262,11176679.462158203,0.23940380133505343,4.855513756739965,3.223348513767626,3.042619675853772,0.3
263,11076322.278747559,0.23655351099943162,5.182629848833962,2.9665827425305924,3.6846227277478287,0.3
264,11806904.655029297,0.2573031157185155,3.2013702667135697,3.4566750820365564,3.539646989437551,0.3
265,11662907.52746582,0.2532133873393116,5.23807197442402,3.0119881230943557,4.049174484933491,0.3
266,10143208.36907959,0.21005171542912246,3.5157201656393693,5.143405720825207,3.889138189145255,0.3
267,10596439.914733887,0.22292415216433248,5.363227217585004,4.013673851245618,4.3313648976771795,0.3
268,11325848.197875977,0.24364041092635252,5.106011577647306,3.1815889442462324,4.563758901668217,0.3
269,9831834.96850586,0.2012082568518376,7.117480445327564,2.3887603150135224,5.329875364766021,0.3
270,9457530.863891602,0.1905774745230816,4.502125975696558,5.4021374879431105,5.081550548045183,0.3
271,9800171.077453613,0.20030895617811198,6.483031994613039,3.601793921900753,5.501994982015539,0.3
272,11579124.676452637,0.25083383221014294,4.74936696975081,4.5471625141405925,5.2762065783361205,0.3
273,10193400.63885498,0.21147724907406676,3.8526011602936245,3.3881975396899264,4.849124952923372,0.3
274,10111306.449584961,0.20914565440057348,2.484427098658122,3.113937750833216,4.139715596643797,0.3
275,9642816.867004395,0.19583986716952942,4.809557914572262,3.5189935211877774,4.340668292022337,0.3
276,10807821.974853516,0.22892771087938216,2.957398842577784,4.823591096824533,3.925687457188971,0.3
277,11365670.147766113,0.24477141236601066,2.616674380233436,4.003477884670273,3.5329835341023106,0.3
278,10317394.482971191,0.2149988550373879,3.581706474341742,3.7330753309072335,3.54760041617414,0.3
279,10519922.846862793,0.22075095587034438,3.174439895736383,4.465560125516362,3.4356522600428128,0.3
280,11072086.869873047,0.2364332192119167,2.2671631704697814,4.732305146664611,3.0851055331709034,0.3
281,11844125.365661621,0.25836023817048975,3.587900087246974,5.118482346873219,3.2359438993937246,0.3
282,13244036.034057617,0.2981197423061927,5.920373124995056,3.7446523336465942,4.041272667074124,0.3
283,9060059.41241455,0.17928870576404865,7.364119067449519,4.292433107409106,5.038126587186743,0.3
284,9646453.613342285,0.1959431560681186,1.268761648429885,4.069934815720048,3.9073171055596854,0.3
285,9836094.95968628,0.20132924681268277,7.873779207551406,4.5707912366317585,5.0972557361572015,0.3
286,9247281.301574707,0.18460608039687892,1.7444813408953976,3.843958288270223,4.09142341757866,0.3
287,9897208.377929688,0.20306495699780466,1.3770646814492729,3.47795715171384,3.277115796739844,0.3
288,9898441.101867676,0.20309996815502857,2.9321189488609236,5.511347904119583,3.173616742376168,0.3
289,9342572.083190918,0.18731247753442284,4.760604846800723,4.695920572911706,3.6497131737035344,0.3
290,10253210.825378418,0.2131759455781519,6.079358186911615,3.6291617352881405,4.3786066776659585,0.3
291,10097490.037353516,0.20875324814804727,6.417559060514451,1.8057075158619194,4.990292392520506,0.3
292,9243332.693359375,0.1844939341662572,1.5610619917287116,1.7230965862629124,3.961523272282968,0.3
293,10225814.307678223,0.2123978445297094,3.323172743966084,3.967824213541386,3.7700181137879025,0.3
294,8974347.291687012,0.17685435656200194,3.289401354409219,3.542000676326772,3.6258330859742975,0.3
295,8744987.252380371,0.17034019702507514,2.266351571668303,3.8155652341837625,3.2179886316824993,0.3
296,9448284.831359863,0.19031487371791328,5.941474416910595,2.664820037335116,4.035034367250928,0.3
297,9760522.81036377,0.19918288758322206,1.3346700183448803,3.5489884556739493,3.2249250625791137,0.3
298,9338300.504638672,0.18719115847532272,0.3139469314067623,3.79443279196014,2.3516316232274086,0.3
