shift_app,shift_dis,chi2_sm_total,chi2_geo_total,delta_total,pos_channels,lock_ok,delta_T2K_app_FHC,delta_T2K_app_RHC,delta_T2K_dis_FHC,delta_T2K_dis_RHC
-6,-4,5764.92932775893,5764.749662330243,0.1796654286872581,1,False,0.33962687026496496,-0.06658964243410992,-0.05596348439416943,-0.03740831474959805
2,-6,5801.032247345971,5800.131279540671,0.9009678052998424,2,False,0.8907638572184169,0.12721026435883687,-0.06162698721664128,-0.055379329061452154
4,-4,5818.9621188644,5818.402288433889,0.5598304305103738,2,False,0.23041497683607304,0.4227872528182388,-0.05596348439416943,-0.03740831474959805
3,-5,5819.830022808549,5818.828181309542,1.0018414990072415,2,False,0.5885826894959791,0.5096445218432564,-0.04857665789904786,-0.04780905443141137
2,-7,5865.319991391538,5864.434996988134,0.8849944034036525,2,False,0.8907638572184169,0.12721026435883687,-0.07083860512466345,-0.06214111304984726
-1,-10,5877.487576136388,5877.554479755474,-0.06690361908567866,1,False,0.15319023936513076,-0.08528320298603376,-0.07497374051126826,-0.059836914953393716
-2,-9,5878.416912772496,5878.372208210992,0.04470456150465907,1,False,0.4500657296164263,-0.26260964365224027,-0.07590807541009781,-0.06684344904857653
3,-6,5894.551827063895,5893.570606168833,0.9812208950615968,2,False,0.5885826894959791,0.5096445218432564,-0.06162698721664128,-0.055379329061452154
-9,0,5920.592810976847,5920.3420673542505,0.2507436225969286,2,False,0.3258864736862961,-0.06271079529278722,-0.027561886172904337,0.015129830376530151
2,-8,5943.19585242872,5942.324919795123,0.8709326335974765,2,False,0.8907638572184169,0.12721026435883687,-0.0786742305158441,-0.06836725746524053
3,-7,5958.839571109462,5957.874323616296,0.9652474931654069,2,False,0.5885826894959791,0.5096445218432564,-0.07083860512466345,-0.06214111304984726
-5,1,5999.668842096481,5999.458583741058,0.2102583554233206,3,False,0.22499759175025247,-0.08367436257049121,0.029049558099359274,0.03988556814408639
1,-5,6023.914338167002,6023.382138346105,0.5321998208964942,2,False,0.40855707238051764,0.22002846084706107,-0.04857665789904786,-0.04780905443141137
