channel,i,E_lo,E_hi,E_ctr,obs,pred_sm,pred_geo,bkg,P_sm,P_geo,dphi,dphi_base,dphi_breath,dphi_thread,thread_weight,thread_amp,thread_phase,breath_amp,breath_phase,k_rt,kappa_gate,eta,omega
T2K_app_RHC,3,0.2,0.26666666666666666,0.23333333333333334,3.0,2.0294117647058822,2.032628385455597,0.0,0.0252414833978509,0.02528149118762681,0.0009263342015064189,0.0009261733727244213,1.6082878199760276e-07,-1.3749527408037536e-08,0.0,0.08748811693597168,-3.0183313383705164,0.08748811693597168,-3.0183313383705164,180.0,0.0,0.0,0.010649466622338281
T2K_app_RHC,4,0.26666666666666666,0.3333333333333333,0.3,2.0,2.735294117647059,2.9466552498157332,0.0,3.159292132915451e-05,3.403416359906808e-05,0.001019634049140159,0.0010194570217758017,1.7702736435707353e-07,-1.5134371895178003e-08,0.0,0.08748811693597168,-3.0183313383705164,0.08748811693597168,-3.0183313383705164,180.0,0.0,0.0,0.010649466622338281
T2K_app_RHC,5,0.3333333333333333,0.4,0.3666666666666667,2.0,2.735294117647059,2.744328831573482,0.0,0.01366281137867725,0.013707939831753153,0.0011129338967738988,0.0011127406708271823,1.932259467165443e-07,-1.6519216382318472e-08,0.0,0.08748811693597168,-3.0183313383705164,0.08748811693597168,-3.0183313383705164,180.0,0.0,0.0,0.010649466622338281
T2K_app_RHC,6,0.4,0.4666666666666667,0.43333333333333335,7.0,3.264705882352941,3.269925913023685,0.0,0.030368093496711792,0.030416649901232558,0.0012062337444076392,0.001206024319878563,2.0942452907601512e-07,-1.7904060869458947e-08,0.0,0.08748811693597168,-3.0183313383705164,0.08748811693597168,-3.0183313383705164,180.0,0.0,0.0,0.010649466622338281
T2K_app_RHC,7,0.4666666666666667,0.5333333333333333,0.5,3.0,3.0,3.0023905346726325,0.0,0.03995184597856118,0.03998368140291032,0.001299533592041379,0.0012993079689299436,2.2562311143548588e-07,-1.928890535659942e-08,0.0,0.08748811693597168,-3.0183313383705164,0.08748811693597168,-3.0183313383705164,180.0,0.0,0.0,0.010649466622338281
T2K_app_RHC,8,0.5333333333333333,0.6,0.5666666666666667,2.0,3.0,3.0006487895200227,0.0,0.043455027073578074,0.043464424795630625,0.001392833439675119,0.001392591617981324,2.4182169379495665e-07,-2.0673749843739888e-08,0.0,0.08748811693597168,-3.0183313383705164,0.08748811693597168,-3.0183313383705164,180.0,0.0,0.0,0.010649466622338281
T2K_app_RHC,9,0.6,0.6666666666666666,0.6333333333333333,2.0,2.0294117647058822,2.0299845729111303,0.0,0.043324845892477384,0.04333707447400525,0.001486133287308859,0.0014858752670327045,2.580202761544274e-07,-2.205859433088036e-08,0.0,0.08748811693597168,-3.0183313383705164,0.08748811693597168,-3.0183313383705164,180.0,0.0,0.0,0.010649466622338281
T2K_app_RHC,10,0.6666666666666666,0.7333333333333333,0.7,1.0,1.3235294117647058,1.3245313680242021,0.0,0.04133294388567822,0.041364234313742414,0.001579433134942599,0.001579158916084085,2.742188585138982e-07,-2.344343881802083e-08,0.0,0.08748811693597168,-3.0183313383705164,0.08748811693597168,-3.0183313383705164,180.0,0.0,0.0,0.010649466622338281
T2K_app_RHC,11,0.7333333333333333,0.8,0.7666666666666666,1.0,0.7941176470588236,0.7950915098597077,0.0,0.038524491619164006,0.038571735965703624,0.001672732982576339,0.0016724425651354657,2.9041744087336896e-07,-2.48282833051613e-08,0.0,0.08748811693597168,-3.0183313383705164,0.08748811693597168,-3.0183313383705164,180.0,0.0,0.0,0.010649466622338281
T2K_app_RHC,12,0.8,0.8666666666666667,0.8333333333333334,1.0,0.5294117647058824,0.5303126191180751,0.0,0.03546678377458118,0.0355271345464749,0.0017660328302100791,0.0017657262141868462,3.066160232328398e-07,-2.6213127792301776e-08,0.0,0.08748811693597168,-3.0183313383705164,0.08748811693597168,-3.0183313383705164,180.0,0.0,0.0,0.010649466622338281
