galaxy,r_kpc,v_obs_kms,e_v_kms,v_gas_kms,v_disk_kms,v_bul_kms,ups_disk,ups_bulge,v_bar_kms,g_obs_mps2,g_bar_mps2,sigma_log10_gobs,env_scale
NGC2915_rotmod,6.36,79.0,6.15,15.65,21.15,0.0,0.5,0.7,21.64679537483551,3.180142066890296e-11,2.3876989188210317e-12,0.06761800161278476,8.012673777777776
NGC2915_rotmod,6.69,81.4,6.11,16.27,20.57,0.0,0.5,0.7,21.82373364023672,3.209756941806694e-11,2.3071798062075726e-12,0.06519752541594272,8.012673777777776
NGC2915_rotmod,7.02,79.7,5.59,17.1,20.07,0.0,0.5,0.7,22.221891233646158,2.932438990981006e-11,2.279682565284588e-12,0.06092110800098312,8.012673777777776
NGC2915_rotmod,7.36,77.5,6.33,17.83,19.59,0.0,0.5,0.7,22.578594951856502,2.6446916585903828e-11,2.2447370030771012e-12,0.07094410504380862,8.012673777777776
NGC2915_rotmod,7.7,79.9,6.41,17.93,19.12,0.0,0.5,0.7,22.456003651585025,2.686904856052691e-11,2.12238256873327e-12,0.06968279421776831,8.012673777777776
NGC2915_rotmod,8.03,81.5,7.86,18.24,18.72,0.0,0.5,0.7,22.537009562051484,2.680705633289145e-11,2.0498707922800196e-12,0.08376821172416096,8.012673777777776
NGC2915_rotmod,8.37,82.2,7.82,18.65,18.33,0.0,0.5,0.7,22.711603862343143,2.616180063809948e-11,1.997191025931134e-12,0.08263218609448732,8.012673777777776
NGC2915_rotmod,8.7,82.0,7.09,18.97,17.95,0.0,0.5,0.7,22.8245952866639,2.5047126370372315e-11,1.9406015474763322e-12,0.07510116772424524,8.012673777777776
NGC2915_rotmod,9.03,84.7,5.74,19.38,17.62,0.0,0.5,0.7,23.039457458889956,2.5747112173432922e-11,1.9050492179106023e-12,0.0588630537455647,8.012673777777776
NGC2915_rotmod,9.37,86.1,5.54,19.59,17.3,0.0,0.5,0.7,23.095737702009,2.5639890540343504e-11,1.8449030172874238e-12,0.0558883026653662,8.012673777777776
NGC2915_rotmod,9.7,85.3,5.23,19.9,16.98,0.0,0.5,0.7,23.24156190964798,2.4309486371271396e-11,1.8047138112732175e-12,0.053255806338898176,8.012673777777776
NGC2915_rotmod,10.04,86.5,6.45,19.9,16.69,0.0,0.5,0.7,23.1362929182702,2.4151713982515043e-11,1.7278390700468717e-12,0.0647676163763231,8.012673777777776
NGC2955_rotmod,0.75,169.0,4.27,0.0,53.73,163.04,0.5,0.7,141.60114960691527,1.2341319638109402e-09,8.664065958703319e-10,0.02194600518019982,69.77817777777778
NGC2955_rotmod,1.55,203.0,4.92,0.16,99.45,214.33,0.5,0.7,192.61703216486336,8.616082176691151e-10,7.757238255941269e-10,0.021051515773044323,69.77817777777778
NGC2955_rotmod,2.3,232.0,5.49,0.0,134.15,231.92,0.5,0.7,215.98363764415117,7.583987151089284e-10,6.572995296751655e-10,0.020554109531455624,69.77817777777778
NGC2955_rotmod,3.06,256.0,4.38,1.12,162.98,250.27,0.5,0.7,239.01264742686735,6.940774886046598e-10,6.050200860942719e-10,0.014861014302626896,69.77817777777778
NGC2955_rotmod,3.85,248.0,3.47,10.81,187.48,252.3,0.5,0.7,249.4993673338672,5.177165958908733e-10,5.239955788278244e-10,0.012153240743582934,69.77817777777778
NGC2955_rotmod,4.61,253.0,5.68,18.83,206.85,245.12,0.5,0.7,252.59988169039192,4.499762289328511e-10,4.4855408380296953e-10,0.01950033721114996,69.77817777777778
NGC2955_rotmod,5.36,269.0,8.42,25.11,220.81,233.77,0.5,0.7,251.52123007809897,4.375112503050069e-10,3.825022214106895e-10,0.027187803253720298,69.77817777777778
NGC2955_rotmod,6.12,268.0,4.67,29.26,232.37,221.48,0.5,0.7,249.38209504693796,3.80336162884072e-10,3.2932793489151443e-10,0.015135486794687954,69.77817777777778
NGC2955_rotmod,6.91,260.0,5.58,31.48,243.48,209.61,0.5,0.7,247.7653972410191,3.170429521945573e-10,2.8790732429413035e-10,0.018641255454001117,69.77817777777778
NGC2955_rotmod,7.66,245.0,8.47,32.44,254.23,199.62,0.5,0.7,247.51262822328886,2.539527112909896e-10,2.5918830924499486e-10,0.030028361320167694,69.77817777777778
NGC2955_rotmod,8.42,247.0,6.0,32.35,258.51,190.58,0.5,0.7,244.7136040967073,2.348179378500134e-10,2.3049079711308576e-10,0.021099327056028426,69.77817777777778
NGC2955_rotmod,8.86,267.0,10.3,32.44,258.41,185.85,0.5,0.7,242.11231567187986,2.6075836880948006e-10,2.1441220146234367e-10,0.03350736452137448,69.77817777777778
NGC2955_rotmod,9.21,255.0,7.27,32.44,257.39,182.29,0.5,0.7,239.66207568157296,2.2880746286223653e-10,2.021103049317857e-10,0.024763301046561884,69.77817777777778
NGC2955_rotmod,10.82,253.0,11.2,33.51,252.03,168.18,0.5,0.7,229.52481179602347,1.917181529926473e-10,1.5779072583231405e-10,0.038451369148746396,69.77817777777778
NGC2955_rotmod,11.56,271.0,11.3,34.86,249.34,162.76,0.5,0.7,225.4861630344532,2.0588760535993392e-10,1.4253824713917302e-10,0.03621791620300181,69.77817777777778
NGC2955_rotmod,12.4,276.0,8.71,37.47,246.01,157.16,0.5,0.7,221.2553883411656,1.9908838963928545e-10,1.2794269125230307e-10,0.02741090534331394,69.77817777777778
NGC2955_rotmod,14.17,275.0,10.1,44.03,245.22,146.96,0.5,0.7,217.07863602851387,1.7295972742712075e-10,1.0777394314317787e-10,0.03190090376162068,69.77817777777778
NGC2955_rotmod,16.88,275.0,10.0,57.16,236.05,134.67,0.5,0.7,209.33770104785233,1.4519190388876195e-10,8.413407287561573e-11,0.0315850532293274,69.77817777777778
NGC2955_rotmod,19.49,276.0,11.7,67.4,232.49,125.34,0.5,0.7,206.31442259328358,1.2666475277204412e-10,7.077775664315063e-11,0.03682061911788439,69.77817777777778
NGC2955_rotmod,22.19,267.0,15.7,77.25,219.85,117.47,0.5,0.7,199.48437126752563,1.0411532887120295e-10,5.811789889434666e-11,0.05107433232869702,69.77817777777778
NGC2955_rotmod,24.8,257.0,15.1,79.95,209.2,111.12,0.5,0.7,192.13974232313313,8.631057713246406e-11,4.8242763966930016e-11,0.051033826278125305,69.77817777777778
NGC2955_rotmod,27.51,254.0,13.6,78.21,199.59,105.5,0.5,0.7,183.9186318729019,7.6002223423407e-11,3.984834783713458e-11,0.046507125621135625,69.77817777777778
NGC2955_rotmod,30.12,248.0,11.6,75.51,191.82,100.83,0.5,0.7,176.6802154458727,6.617559409627697e-11,3.3586931426766534e-11,0.0406275483070784,69.77817777777778
NGC2955_rotmod,35.43,227.0,11.2,77.83,176.46,92.96,0.5,0.7,166.36005476075078,4.713353542358981e-11,2.5314911400676795e-11,0.0428554907252548,69.77817777777778
NGC2976_rotmod,0.11,6.8,3.62,1.06,11.98,0.0,0.5,0.7,8.53720094644609,1.362305766762795e-11,2.147275541600048e-11,0.4623958895558151,7.892353777777778
NGC2976_rotmod,0.17,9.5,4.31,1.76,15.44,0.0,0.5,0.7,11.058679848878889,1.7204725345432585e-11,2.33134799255897e-11,0.3940650983164242,7.892353777777778
NGC2976_rotmod,0.24,14.0,3.11,2.47,19.52,0.0,0.5,0.7,14.021986307224807,2.6466364197128984e-11,2.654955770213843e-11,0.19295083410273042,7.892353777777778
NGC2976_rotmod,0.31,19.8,5.5,2.93,23.11,0.0,0.5,0.7,16.601835741869028,4.098435847205706e-11,2.8813763435386473e-11,0.24127471216847324,7.892353777777778
NGC2976_rotmod,0.38,26.1,3.9,3.29,26.27,0.0,0.5,0.7,18.864796579873317,5.8096085783220946e-11,3.035079778831763e-11,0.12978915551131662,7.892353777777778
NGC2976_rotmod,0.45,28.7,3.5,3.99,29.18,0.0,0.5,0.7,21.015620381040385,5.93199442871651e-11,3.1806902002058393e-11,0.10592548339103702,7.892353777777778
NGC2976_rotmod,0.52,28.7,2.7,4.46,32.19,0.0,0.5,0.7,23.194603898320832,5.1334567171585175e-11,3.352895607029658e-11,0.08171394433022856,7.892353777777778
NGC2976_rotmod,0.59,31.7,2.5,4.93,35.22,0.0,0.5,0.7,25.387577670979166,5.51970627147415e-11,3.540299252074942e-11,0.06850070692480312,7.892353777777778
NGC2976_rotmod,0.66,35.5,2.3,5.88,38.01,0.0,0.5,0.7,27.512805200488007,6.188169847761001e-11,3.7168519766859847e-11,0.05627477793675938,7.892353777777778
NGC2976_rotmod,0.73,39.4,2.1,6.93,40.66,0.0,0.5,0.7,29.57435882652403,6.891583750358705e-11,3.882909517566712e-11,0.04629535086278319,7.892353777777778
NGC2976_rotmod,0.8,42.9,2.3,7.52,43.36,0.0,0.5,0.7,31.56889608459567,7.455453265107879e-11,4.03718135514958e-11,0.046567706684264756,7.892353777777778
NGC2976_rotmod,0.87,46.0,2.6,8.45,45.92,0.0,0.5,0.7,33.55183601533603,7.882171237315261e-11,4.193366131212942e-11,0.04909415882384585,7.892353777777778
NGC2976_rotmod,0.94,49.1,3.1,9.28,48.76,0.0,0.5,0.7,35.70556259184274,8.311599062537628e-11,4.395348972486931e-11,0.05483962907943302,7.892353777777778
NGC2976_rotmod,1.01,49.2,3.2,10.11,52.24,0.0,0.5,0.7,38.2977923645737,7.767089088317434e-11,4.706256154569504e-11,0.05649359114188641,7.892353777777778
NGC2976_rotmod,1.08,51.4,3.2,11.31,55.81,0.0,0.5,0.7,41.05233428198694,7.927786344018921e-11,5.0570984980942075e-11,0.05407557751324536,7.892353777777778
NGC2976_rotmod,1.14,57.2,3.1,13.04,58.54,0.0,0.5,0.7,43.39939400498583,9.301150272259345e-11,5.35441383634667e-11,0.047073877409093724,7.892353777777778
NGC2976_rotmod,1.21,63.8,2.9,15.48,61.95,0.0,0.5,0.7,46.46000053809728,1.0901981529690846e-10,5.781260055314192e-11,0.039481316536659254,7.892353777777778
NGC2976_rotmod,1.29,67.8,2.8,17.62,66.07,0.0,0.5,0.7,49.930820642164484,1.1548328580534445e-10,6.263212581601618e-11,0.035870930658675665,7.892353777777778
NGC2976_rotmod,1.35,69.8,3.3,19.66,68.88,0.0,0.5,0.7,52.52373558687539,1.1695708392107055e-10,6.622575208254636e-11,0.04106509427738484,7.892353777777778
NGC2976_rotmod,1.42,71.7,3.9,21.7,71.85,0.0,0.5,0.7,55.2458256341599,1.1732739324867356e-10,6.965624310061448e-11,0.04724542480955877,7.892353777777778
NGC2976_rotmod,1.49,74.1,4.4,23.73,74.58,0.0,0.5,0.7,57.82906795029641,1.1942619684747662e-10,7.273703130615479e-11,0.05157613280362505,7.892353777777778
NGC2976_rotmod,1.56,76.7,4.8,25.98,76.94,0.0,0.5,0.7,60.28965251185314,1.2221248765435488e-10,7.551103411639996e-11,0.05435758834773424,7.892353777777778
NGC2976_rotmod,1.63,79.9,4.4,27.71,78.73,0.0,0.5,0.7,62.1856136899846,1.2692740731046454e-10,7.688501431702113e-11,0.047832183238405705,7.892353777777778
NGC2976_rotmod,1.74,83.6,3.35,30.15,80.17,0.0,0.5,0.7,64.20776393863908,1.3017055645261546e-10,7.678480715780508e-11,0.0348058974731075,7.892353777777778
NGC2976_rotmod,1.93,83.9,3.95,29.44,78.52,0.0,0.5,0.7,62.84432193921739,1.18199616487304e-10,6.631690282170634e-11,0.040893044183977226,7.892353777777778
NGC2976_rotmod,2.1,88.7,4.44,29.75,75.56,0.0,0.5,0.7,61.15324439471711,1.2141641337032635e-10,5.7712404075120845e-11,0.04347841036415869,7.892353777777778
NGC2976_rotmod,2.27,85.3,5.36,29.85,73.66,0.0,0.5,0.7,60.03266027755225,1.0387754088164427e-10,5.145158708831773e-11,0.054579564431452045,7.892353777777778
NGC2998_rotmod,0.33,90.0,20.0,0.0,44.56,0.0,0.5,0.7,31.50867816967256,7.954640074090713e-10,9.749803963838301e-11,0.19301976973477855,49.5616
NGC2998_rotmod,0.99,125.0,15.0,0.66,93.23,0.0,0.5,0.7,65.92686895340928,5.114866302784667e-10,1.4227846169973802e-10,0.10423067565678043,49.5616
NGC2998_rotmod,1.98,148.0,15.0,2.66,132.13,0.0,0.5,0.7,93.467877102243,3.5851530078782514e-10,1.4299110497359378e-10,0.08803266525065916,49.5616
NGC2998_rotmod,2.64,180.0,17.0,4.03,154.64,0.0,0.5,0.7,109.42123057249904,3.9773200370453566e-10,1.4697677615514896e-10,0.08203340213728089,49.5616
NGC2998_rotmod,3.63,201.0,15.0,6.22,196.69,0.0,0.5,0.7,139.21984933909388,3.6069069992518403e-10,1.7303945899648328e-10,0.06482007192585847,49.5616
NGC2998_rotmod,7.59,206.0,10.0,16.84,221.58,0.0,0.5,0.7,157.5831012513715,1.8119329371127943e-10,1.0602956148292259e-10,0.04216451280614095,49.5616
NGC2998_rotmod,12.5,214.0,5.0,32.06,213.19,0.0,0.5,0.7,154.11953688614562,1.1873178267151532e-10,6.15821479015829e-11,0.020294134668376252,49.5616
NGC2998_rotmod,17.48,212.0,5.0,44.76,198.92,0.0,0.5,0.7,147.60772608505286,8.332584919038189e-11,4.0394869211789936e-11,0.02048558876902131,49.5616
NGC2998_rotmod,22.46,213.0,2.0,52.43,175.78,0.0,0.5,0.7,134.9007379520216,6.54634530644708e-11,2.625840567954496e-11,0.008155764918370926,49.5616
NGC2998_rotmod,27.44,214.0,2.0,58.37,162.69,0.0,0.5,0.7,129.00029050354885,5.408700012368592e-11,1.965380869243856e-11,0.0081176538673505,49.5616
NGC2998_rotmod,32.32,213.0,2.0,63.92,151.18,0.0,0.5,0.7,124.5530513476085,4.549223873230242e-11,1.5555602816104496e-11,0.008155764918370926,49.5616
NGC2998_rotmod,37.3,213.0,3.0,66.04,139.68,0.0,0.5,0.7,118.8130161219721,3.9418476027560705e-11,1.2265031404022005e-11,0.01223364737755639,49.5616
NGC2998_rotmod,42.28,203.0,3.0,64.42,130.09,0.0,0.5,0.7,112.30156031863494,3.158686701483274e-11,9.666873977360176e-12,0.01283629010551483,49.5616
NGC3109_rotmod,0.26,6.1,1.6,1.0,2.78,0.0,0.5,0.7,2.2054931421339763,4.638053744624032e-12,6.06299946912126e-13,0.22782661345744357,4.863495111111111
NGC3109_rotmod,0.52,11.2,0.7,2.12,4.73,0.0,0.5,0.7,3.959905301898014,7.817756808998099e-12,9.772725754016091e-13,0.05428681023790647,4.863495111111111
NGC3109_rotmod,0.77,14.9,1.5,4.53,7.0,0.0,0.5,0.7,6.70976154568849,9.343966364279786e-12,1.8948415624954e-12,0.08744184199394331,4.863495111111111
NGC3109_rotmod,1.03,19.1,2.2,6.54,8.59,0.0,0.5,0.7,8.925561606980258,1.1478336821186398e-11,2.506590180583724e-12,0.1000468963546758,4.863495111111111
NGC3109_rotmod,1.29,24.3,0.9,8.22,10.63,0.0,0.5,0.7,11.138529974821633,1.4834478780031032e-11,3.116847116175199e-12,0.03216996162246309,4.863495111111111
NGC3109_rotmod,1.55,29.8,1.9,10.06,11.72,0.0,0.5,0.7,13.033909620677905,1.856736542063338e-11,3.5519526443407703e-12,0.05537983326283076,4.863495111111111
NGC3109_rotmod,1.81,34.3,1.6,11.73,12.56,0.0,0.5,0.7,14.712909297620238,2.1064886332808845e-11,3.875859229570359e-12,0.04051726944869988,4.863495111111111
NGC3109_rotmod,2.06,38.2,3.5,12.92,13.39,0.0,0.5,0.7,16.0178790730858,2.2956673642372795e-11,4.036381952436894e-12,0.07958275846394666,4.863495111111111
NGC3109_rotmod,2.32,42.5,5.6,13.76,13.69,0.0,0.5,0.7,16.823960591965257,2.5231282722236573e-11,3.953829657272924e-12,0.11444936934862163,4.863495111111111
NGC3109_rotmod,2.58,42.3,3.0,14.44,13.73,0.0,0.5,0.7,17.400288790706895,2.2475558041898867e-11,3.80314305234122e-12,0.06160205417067402,4.863495111111111
NGC3109_rotmod,2.84,47.3,4.4,15.04,13.74,0.0,0.5,0.7,17.905178022013633,2.553015174817248e-11,3.658376523278635e-12,0.08079897337734918,4.863495111111111
NGC3109_rotmod,3.1,49.3,4.0,15.37,14.32,0.0,0.5,0.7,18.405654022609465,2.5408650500650434e-11,3.541524652917476e-12,0.07047374959890496,4.863495111111111
NGC3109_rotmod,3.35,50.6,3.5,15.75,15.08,0.0,0.5,0.7,19.02013932651388,2.4768840780662015e-11,3.4997098154965463e-12,0.06008026429491626,4.863495111111111
NGC3109_rotmod,3.61,53.0,3.5,16.29,15.34,0.0,0.5,0.7,19.570945301645498,2.5217033307615572e-11,3.4384749056056245e-12,0.057359648553259666,4.863495111111111
NGC3109_rotmod,3.87,54.7,3.3,16.37,14.77,0.0,0.5,0.7,19.417861622743118,2.5056080889285763e-11,3.157484981125627e-12,0.05240116235030094,4.863495111111111
NGC3109_rotmod,4.13,55.2,3.1,16.42,14.16,0.0,0.5,0.7,19.23198377703143,2.390988892520232e-11,2.9023352134705963e-12,0.04877945267753915,4.863495111111111
NGC3109_rotmod,4.38,57.5,2.6,16.88,13.87,0.0,0.5,0.7,19.522367940390836,2.4463074259647108e-11,2.819943011447514e-12,0.03927532705907669,4.863495111111111
NGC3109_rotmod,4.64,59.1,2.4,17.22,13.96,0.0,0.5,0.7,19.84865738532458,2.439531532319865e-11,2.751653500083976e-12,0.035272648276406235,4.863495111111111
NGC3109_rotmod,4.9,61.2,1.9,17.66,14.01,0.0,0.5,0.7,20.248843176833585,2.4771723228278576e-11,2.7117759732001423e-12,0.026965997242358767,4.863495111111111
NGC3109_rotmod,5.16,62.7,1.9,18.09,14.01,0.0,0.5,0.7,20.624939999912726,2.469078142015453e-11,2.6716843149128934e-12,0.02632087769110617,4.863495111111111
NGC3109_rotmod,5.42,64.4,2.9,18.73,13.96,0.0,0.5,0.7,21.172002739467043,2.479829961968632e-11,2.6802422645328553e-12,0.039113478183833233,4.863495111111111
NGC3109_rotmod,5.67,66.6,3.2,19.3,13.99,0.0,0.5,0.7,21.687555187249668,2.535215341285335e-11,2.6883610243899853e-12,0.04173400426697916,4.863495111111111
NGC3109_rotmod,5.93,66.3,3.4,19.36,13.93,0.0,0.5,0.7,21.72169537582184,2.4022700024987694e-11,2.5785894363171635e-12,0.0445430237849489,4.863495111111111
NGC3109_rotmod,6.19,66.2,3.2,19.43,13.15,0.0,0.5,0.7,21.54033774108475,2.2944298528647113e-11,2.4292030783667636e-12,0.04198617347705153,4.863495111111111
NGC3109_rotmod,6.45,67.3,3.0,19.41,12.62,0.0,0.5,0.7,21.363059237852617,2.27572546168798e-11,2.293066394341715e-12,0.03871867594976985,4.863495111111111
NGC3198_rotmod,0.32,24.4,35.9,0.0,63.28,0.0,0.5,0.7,44.74571711348473,6.029469868011241e-11,2.0276940265988402e-10,1.2779649098628476,24.73404444444444
NGC3198_rotmod,0.64,43.3,16.3,0.0,73.66,0.0,0.5,0.7,52.08548550220109,9.493913565603666e-11,1.3737348444717473e-10,0.3269745983844344,24.73404444444444
NGC3198_rotmod,0.96,45.5,16.1,0.0,78.98,0.0,0.5,0.7,55.84729357811353,6.988774295804373e-11,1.0528887489155918e-10,0.3073468641161474,24.73404444444444
NGC3198_rotmod,1.28,58.5,15.4,0.35,82.7,0.0,0.5,0.7,58.47877820201103,8.66465384632889e-11,8.658368506808543e-11,0.2286541887627377,24.73404444444444
NGC3198_rotmod,1.61,68.8,7.61,0.15,84.22,0.0,0.5,0.7,59.55272202007227,9.527971627222072e-11,7.138826260137559e-11,0.09607502928150426,24.73404444444444
NGC3198_rotmod,1.93,76.9,10.3,-0.05,83.17,0.0,0.5,0.7,58.810092246144286,9.929898867280359e-11,5.807588906463282e-11,0.11633896394287369,24.73404444444444
